enrollment_id,student_id,student_name,student_age,student_gender,student_level,student_program,GPA,is_employed,total_failed_subjects,discipline_score,analytical_score,practical_score,avg_screen_hours,course_id,course_name,course_category,course_level,course_difficulty,course_credit_hours,is_required,professor_id,professor_name,professor_program,professor_academic_rank,professor_specialization,professor_avg_teaching_score,professor_avg_pass_percentage,student_attendance_percentage_subject,weekly_avg_study_hours_subject,academic_year,subject_score
25167,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,70,1.4,2023,66
25168,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,M113,Calculus 2,Pure Mathematics,1,2,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,74,1.8,2023,60
25169,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,68,1.6,2023,66
25170,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,P103,Electrical Circuits,Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,72,1.4,2023,68
25171,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,C101,General Chemistry 1,Chemistry,1,1,3,Required,41,Om Ali Yousef,Chemistry,Professor,Chemistry,4,68,66,1.2,2023,65
25172,297,Amr Nagy,18,Male,1,Statistics and Computer Science,2.04,1,0,6,6,6,1.4,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,73,0.5,2023,75
25173,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,74,2.4,2024,72
25174,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,76,2.4,2024,68
25175,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,75,2.4,2024,72
25176,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,80,2.1,2024,71
25177,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,72,1.1,2024,77
25178,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,G201,Scientific Terminology in English,General Science,2,1,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,79,1.5,2024,67
25179,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,75,2.3,2024,70
25180,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,76,1.5,2024,76
25181,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,72,1.4,2024,75
25182,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,76,1.9,2024,73
25183,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,75,2,2024,76
25184,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,75,1.3,2024,80
25185,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,G202,Cultural Studies,General Science,2,1,2,Optional,34,Maha Wahba,Chemistry,Assistant Professor,Chemistry,8,78,79,0.9,2024,77
25186,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M311,Measure Theory,Pure Mathematics,3,4,2,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,79,1.9,2025,90
25187,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,73,2.4,2025,78
25188,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,76,1.6,2025,86
25189,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,79,2.8,2025,78
25190,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,71,2.2,2025,81
25191,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,79,2.6,2025,76
25192,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M319,Number Theory,Pure Mathematics,3,3,2,Optional,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,70,2.2,2025,81
25193,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M315,Abstract Algebra 2,Pure Mathematics,3,3,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,75,1.8,2025,87
25194,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M318,Integral Equations,Pure Mathematics,3,3,2,Required,25,Ahmed Saed,Mathematics,Associate Professor,Pure Mathematics,6,72,79,2,2025,82
25195,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M321,Electrodynamics,Applied Mathematics,3,3,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,70,2.2,2025,79
25196,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M322,Theory of Elasticity 1,Applied Mathematics,3,3,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,77,2.2,2025,82
25197,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M317,Special Functions,Pure Mathematics,3,2,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,72,1.8,2025,85
25198,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M333,Statistical Theory,Statistics,3,3,3,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,79,1.6,2025,88
25199,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M310,Linear Algebra 2,Pure Mathematics,3,3,2,Optional,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,78,2,2025,83
25200,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M328,Statistical Mechanics,Applied Mathematics,3,3,2,Optional,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,81,1.9,2025,85
25201,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M411,Theory of Differential Equations,Pure Mathematics,4,4,2,Required,16,Mostafa Mhanna,Mathematics,Assistant Professor,Pure Mathematics,7,75,81,2.2,2026,90
25202,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M413,Numerical Analysis 2,Pure Mathematics,4,2,3,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,76,1.5,2026,96
25203,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M415,Lie Algebra,Pure Mathematics,4,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,79,2.1,2026,93
25204,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M416,Differential Geometry,Pure Mathematics,4,3,3,Required,28,Hanan Darwish,Mathematics,Professor,Pure Mathematics,6,93,77,1.7,2026,97
25205,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M421,Operations Research,Pure Mathematics,4,2,3,Required,11,Nora Nader,Statistics and Computer Science,Assistant Professor,Statistics,5,85,76,1.7,2026,96
25206,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M423,Quantum Mechanics,Applied Mathematics,4,4,2,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,77,2.7,2026,88
25207,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M418,Network Theory,Pure Mathematics,4,3,2,Optional,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,80,2.6,2026,85
25208,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M419,Topology 2,Pure Mathematics,4,4,2,Optional,4,Tamer Elazab,Mathematics,Associate Professor,Pure Mathematics,7,59,80,2.6,2026,86
25209,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M414,Functional Analysis,Pure Mathematics,4,4,3,Required,5,Adel Bahy,Mathematics,Associate Professor,Pure Mathematics,6,78,75,2.4,2026,93
25210,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M422,General Relativity,Applied Mathematics,4,4,2,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,80,2.6,2026,85
25211,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M424,Advanced Mechanics,Applied Mathematics,4,4,2,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,78,2.8,2026,86
25212,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M425,Hydrodynamics,Applied Mathematics,4,4,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,83,2.7,2026,88
25213,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M429,Partial Differential Equations,Pure Mathematics,4,3,2,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,79,2.5,2026,86
25214,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M412,Graph Theory,Pure Mathematics,4,3,2,Optional,23,Mohamed Abdelrahman,Statistics and Computer Science,Professor,Pure Mathematics,7,85,74,1.8,2026,96
25215,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M426,Modeling and Simulation,Pure Mathematics,4,2,2,Optional,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,78,1.8,2026,94
25216,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M241,Computer Organization and Assembly Language,Computer Science,2,2,3,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,68,1.3,2024,78
25217,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M219,Discrete Mathematics,Pure Mathematics,2,2,2,Required,29,Hala Mahmoud,Mathematics,Associate Professor,Pure Mathematics,6,85,74,1.3,2024,81
25218,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M232,Probability Theory 1,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,73,1.4,2024,76
25219,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M242,Computer Algebra Systems,Computer Science,2,2,2,Optional,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,73,1.2,2024,79
25220,297,Amr Nagy,19,Male,2,Statistics and Computer Science,2.41,1,0,6,6,6,1.4,M243,Computer Network Theory,Computer Science,2,2,2,Optional,10,Ahmed Salah,Statistics and Computer Science,Assistant Professor,Computer Science,9,79,81,1.4,2024,75
25221,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M331,Probability Theory 2,Statistics,3,3,3,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,76,1.7,2025,92
25222,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M334,Sampling Distributions and Methods,Statistics,3,3,2,Required,19,Faten Sheha,Statistics and Computer Science,Associate Professor,Statistics,7,82,77,1.6,2025,85
25223,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M341,Data Structures,Computer Science,3,3,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,79,2.5,2025,76
25224,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M342,Database Systems,Computer Science,3,2,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,77,2,2025,76
25225,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M338,Order Statistics,Statistics,3,2,2,Optional,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,75,1.5,2025,85
25226,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M346,Systems Analysis and Design,Computer Science,3,2,2,Optional,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,78,1.4,2025,86
25227,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M332,Estimation Theory,Statistics,3,3,2,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,76,1.9,2025,84
25228,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M337,Hypothesis Testing,Statistics,3,3,2,Required,22,Mohamed Ebrahim,Statistics and Computer Science,Assistant Professor,Statistics,7,97,76,1.5,2025,91
25229,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M345,Operating Systems,Computer Science,3,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,77,1.6,2025,86
25230,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M343,Artificial Intelligence,Computer Science,3,3,2,Required,12,Nora Salah,Statistics and Computer Science,Assistant Professor,Computer Science,5,85,76,1.9,2025,86
25231,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M344,Structured Programming,Computer Science,3,2,3,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,80,2.1,2025,77
25232,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M336,Data Analysis Using Statistical Software,Computer Science,3,2,2,Optional,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,80,2.1,2025,79
25233,297,Amr Nagy,20,Male,3,Statistics and Computer Science,2.78,1,0,6,6,6,1.4,M348,Selected Topics in Computing,Computer Science,3,2,2,Optional,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,82,2.1,2025,77
25234,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M431,Analysis of Variance,Statistics,4,3,3,Required,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,77,1.8,2026,96
25235,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M432,Stochastic Processes,Statistics,4,3,3,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,72,2.1,2026,92
25236,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M441,Software Engineering,Computer Science,4,3,2,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,76,1.6,2026,96
25237,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M442,Neural Networks,Computer Science,4,3,2,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,82,1.8,2026,95
25238,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M433,Non-Parametric Statistics,Statistics,4,3,2,Optional,31,Beh Elsayed,Statistics and Computer Science,Professor,Statistics,7,67,78,2.2,2026,89
25239,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M443,Expert Systems,Computer Science,4,3,2,Optional,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,77,1.8,2026,95
25240,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M434,Regression Analysis,Statistics,4,3,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,76,2.1,2026,93
25241,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M435,Reliability Theory,Statistics,4,3,2,Required,20,Ahlam Hamdy,Statistics and Computer Science,Associate Professor,Statistics,5,77,74,2.1,2026,93
25242,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M444,Computer Graphics Systems,Computer Science,4,1,3,Required,14,Fatma Eskander,Statistics and Computer Science,Assistant Professor,Computer Science,5,93,78,1.2,2026,96
25243,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M445,Algorithm Design and Analysis,Computer Science,4,3,3,Required,13,Yaser Fouda,Statistics and Computer Science,Associate Professor,Computer Science,7,84,80,1.9,2026,93
25244,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M436,Time Series and Forecasting,Statistics,4,3,2,Optional,18,Shimaa Abu Elgoud,Statistics and Computer Science,Assistant Professor,Statistics,6,96,74,1.6,2026,97
25245,297,Amr Nagy,21,Male,4,Statistics and Computer Science,3.15,1,0,6,6,6,1.4,M446,Image Processing,Computer Science,4,2,2,Optional,27,Abdelrahman Karawya,Mathematics,Professor,Computer Science,7,77,80,1.8,2026,94
25246,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M111,Calculus 1,Pure Mathematics,1,1,3,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,43,0.1,2026,60
25247,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M121,Mechanics 1,Applied Mathematics,1,2,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,38,0.1,2026,56
25248,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,P101,Properties of Heat and Matter,Physics,1,2,3,Required,38,Attia kasem,Physics,Associate Professor,Physics,5,67,41,0.1,2026,55
25249,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,P102,"Electricity, Magnetism and Light",Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,42,0.1,2026,59
25250,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,C102,General Chemistry 2,Chemistry,1,1,3,Required,41,Om Ali Yousef,Chemistry,Professor,Chemistry,4,68,41,0.1,2026,56
25251,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,G101,Human Rights and Anti-Corruption,General Science,1,1,2,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,42,0.1,2026,56
25252,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M112,Algebra and Geometry,Pure Mathematics,1,2,3,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,41,0.1,2026,55
25253,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M113,Calculus 2,Pure Mathematics,1,2,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,44,0.1,2026,49
25254,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M122,Mechanics 2,Applied Mathematics,1,2,3,Required,6,Ahmed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,6,66,45,0.1,2026,56
25255,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,P103,Electrical Circuits,Physics,1,2,3,Required,36,Mohamed Mostafa,Physics,Assistant Professor,Physics,5,75,42,0.1,2026,58
25256,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,C101,General Chemistry 1,Chemistry,1,1,3,Required,33,Mohamed Ramadan,Chemistry,Associate Professor,Chemistry,9,72,46,0.1,2026,60
25257,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,G102,Introduction to Computer Science,Computer Science,1,1,2,Required,15,Bahaa Shabana,Mathematics,Associate Professor,Computer Science,9,51,47,0.1,2026,51
25258,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M212,Abstract Algebra 1,Pure Mathematics,2,4,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,43,0.5,2026,54
25259,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M214,Differential Equations 1,Pure Mathematics,2,3,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,46,0.3,2026,51
25260,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M216,Advanced Calculus,Pure Mathematics,2,3,3,Required,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,39,0.2,2026,53
25261,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M221,Mechanics 3,Applied Mathematics,2,3,3,Required,7,Mohamed Gomaa,Mathematics,Assistant Professor,Applied Mathematics,4,60,40,0.1,2026,53
25262,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M231,Introduction to Statistics and Probability,Statistics,2,2,3,Required,21,Dina Ahmed,Statistics and Computer Science,Assistant Professor,Statistics,5,78,42,0.1,2026,58
25263,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,G201,Scientific Terminology in English,General Science,2,1,2,Required,26,Fadia Samoel,Mathematics,Assistant Professor,Pure Mathematics,4,62,38,0.1,2026,55
25264,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M211,Real Analysis,Pure Mathematics,2,4,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,46,0.5,2026,53
25265,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M215,Linear Algebra 1,Pure Mathematics,2,2,3,Required,30,Tarek Fawzy,Mathematics,Associate Professor,Pure Mathematics,6,82,44,0.1,2026,61
25266,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M218,Analytical Geometry,Pure Mathematics,2,2,3,Required,45,Awatef Mohamed,Mathematics,Associate Professor,Pure Mathematics,6,70,45,0.1,2026,57
25267,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M223,Mechanics 4,Applied Mathematics,2,3,3,Required,2,Magdy Elias,Mathematics,Professor,Applied Mathematics,7,74,44,0.1,2026,57
25268,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,P222,Fundamentals of Electromagnetic Theory,Physics,2,4,2,Required,43,Mohamed Tawfik,Physics,Professor,Physics,7,61,42,0.6,2026,55
25269,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M217,Introduction to Logic,Pure Mathematics,2,2,2,Optional,44,Mona Anees,Mathematics,Assistant Professor,Pure Mathematics,6,64,38,0.1,2026,56
25270,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,G202,Cultural Studies,General Science,2,1,2,Optional,42,Ehab Salim,Physics,Assistant Professor,Physics,9,67,48,0.1,2026,55
25271,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M311,Measure Theory,Pure Mathematics,3,4,2,Required,9,Safi Saber,Mathematics,Assistant Professor,Pure Mathematics,8,79,45,0.1,2026,59
25272,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M312,Complex Analysis 1,Pure Mathematics,3,3,3,Required,3,Samir kasem,Mathematics,Professor,Pure Mathematics,7,57,42,0.2,2026,54
25273,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M313,Numerical Analysis 1,Pure Mathematics,3,2,3,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,46,0.1,2026,50
25274,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M316,Topology 1,Pure Mathematics,3,4,2,Required,1,Mohamed Elshafey,Mathematics,Professor,Pure Mathematics,8,51,44,0.5,2026,50
25275,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M326,Analytical Mechanics,Applied Mathematics,3,3,3,Required,8,Samy Fekry,Mathematics,Assistant Professor,Applied Mathematics,9,60,48,0.1,2026,52
25276,298,Faris Wahba,18,Male,1,Mathematics,1.27,0,1,4,6,3,5.4,M335,Differential Equations 2,Pure Mathematics,3,3,2,Required,24,Mahmoud Othman,Mathematics,Assistant Professor,Pure Mathematics,6,75,43,0.1,2026,58
